V,CaMKt,cass,nai,nass,ki,kss,cansr,cajsr,cai,m,hf,hs,j,hsp,jp,mL,hL,hLp,a,iF,iS,ap,iFp,iSp,d,ff,fs,fcaf,fcas,jca,ffp,fcafp,nca,IC1,IC2,C1,C2,O,IO,IObound,Obound,Cbound,D,xs1,xs2,xk1,Jrelnp,Jrelp
-87.933446,0.018373,0.000087,7.237707,7.237794,144.675586,144.675560,1.647216,1.558703,0.000087,0.007395,0.695731,0.695714,0.695616,0.452162,0.695505,0.000191,0.448936,0.192808,0.001006,0.999549,0.416879,0.000512,0.999549,0.454073,0.000000,1.000000,0.810536,1.000000,0.998027,0.999637,1.000000,1.000000,0.002954,0.271717,0.000021,0.000000,0.000104,0.010277,0.003893,0.107736,0.084772,0.521481,9711.000000,0.413375,0.000194,0.996778,0.000000,0.000000
-87.934144,0.018714,0.000087,7.222158,7.222246,144.695358,144.695332,1.633035,1.539593,0.000087,0.007394,0.695756,0.695737,0.695631,0.452186,0.695488,0.000191,0.441925,0.186064,0.001006,0.999549,0.403499,0.000512,0.999549,0.439352,0.000000,1.000000,0.804410,1.000000,0.997828,0.999598,1.000000,1.000000,0.002960,0.219491,0.000017,0.000000,0.000095,0.009700,0.003671,0.127232,0.102176,0.537616,9711.000000,0.414495,0.000194,0.996778,0.000000,0.000000
-87.935919,0.018651,0.000086,7.207117,7.207204,144.715050,144.715024,1.614175,1.517791,0.000087,0.007393,0.695817,0.695798,0.695689,0.452256,0.695519,0.000191,0.437378,0.181908,0.001006,0.999549,0.395222,0.000512,0.999549,0.430257,0.000000,1.000000,0.801710,1.000000,0.997699,0.999571,1.000000,1.000000,0.002922,0.187613,0.000015,0.000000,0.000092,0.009734,0.003666,0.221223,0.176970,0.400687,9711.000000,0.413833,0.000194,0.996777,0.000000,0.000000
-87.933438,0.019101,0.000087,7.223010,7.223098,144.693723,144.693697,1.637802,1.542510,0.000087,0.007395,0.695731,0.695712,0.695604,0.452156,0.695453,0.000191,0.440671,0.184911,0.001006,0.999549,0.401290,0.000512,0.999549,0.436912,0.000000,1.000000,0.804129,1.000000,0.997808,0.999594,1.000000,1.000000,0.002981,0.207650,0.000017,0.000000,0.000098,0.010173,0.003832,0.214311,0.165259,0.398662,9711.000000,0.413902,0.000194,0.996778,0.000000,0.000000
-87.932833,0.018910,0.000087,7.232285,7.232373,144.681282,144.681255,1.649019,1.556990,0.000087,0.007395,0.695710,0.695692,0.695589,0.452134,0.695460,0.000191,0.445037,0.189009,0.001006,0.999549,0.409390,0.000512,0.999549,0.445830,0.000000,1.000000,0.807539,1.000000,0.997925,0.999616,1.000000,1.000000,0.002987,0.243916,0.000019,0.000000,0.000108,0.011101,0.004191,0.197093,0.149960,0.393613,9711.000000,0.414033,0.000194,0.996778,0.000000,0.000000
-87.932994,0.018538,0.000087,7.234294,7.234381,144.681246,144.681220,1.641777,1.551966,0.000087,0.007395,0.695716,0.695698,0.695596,0.452142,0.695475,0.000191,0.446667,0.190580,0.001006,0.999549,0.412667,0.000512,0.999549,0.449419,0.000000,1.000000,0.809586,1.000000,0.998012,0.999638,1.000000,1.000000,0.002962,0.265196,0.000021,0.000000,0.000114,0.011623,0.004395,0.181577,0.140204,0.396870,9711.000000,0.410606,0.000194,0.996778,0.000000,0.000000
-87.933773,0.019227,0.000087,7.219753,7.219841,144.694563,144.694537,1.645297,1.549359,0.000087,0.007395,0.695743,0.695724,0.695617,0.452170,0.695465,0.000191,0.440469,0.184721,0.001006,0.999549,0.400692,0.000512,0.999549,0.436279,0.000000,1.000000,0.802920,1.000000,0.997742,0.999574,1.000000,1.000000,0.002996,0.199786,0.000016,0.000000,0.000094,0.009849,0.003709,0.213866,0.164898,0.407781,9711.000000,0.418156,0.000194,0.996778,0.000000,0.000000
-87.933520,0.018357,0.000086,7.233525,7.233613,144.681641,144.681615,1.641702,1.552877,0.000087,0.007395,0.695734,0.695716,0.695617,0.452164,0.695500,0.000191,0.447671,0.191554,0.001006,0.999549,0.414529,0.000512,0.999549,0.451477,0.000000,1.000000,0.810408,1.000000,0.998029,0.999639,1.000000,1.000000,0.002952,0.269102,0.000021,0.000000,0.000115,0.011737,0.004436,0.188562,0.144148,0.381879,9711.000000,0.411288,0.000194,0.996778,0.000000,0.000000
-87.934302,0.018524,0.000086,7.223658,7.223745,144.694026,144.694000,1.632251,1.540406,0.000087,0.007394,0.695761,0.695743,0.695639,0.452194,0.695504,0.000191,0.443552,0.187582,0.001006,0.999549,0.406593,0.000512,0.999549,0.442754,0.000000,1.000000,0.806829,1.000000,0.997905,0.999614,1.000000,1.000000,0.002947,0.215515,0.000017,0.000000,0.000098,0.010139,0.003819,0.209995,0.157635,0.402781,9711.000000,0.412346,0.000194,0.996777,0.000000,0.000000
-87.933452,0.018601,0.000087,7.233642,7.233730,144.679629,144.679603,1.648006,1.557885,0.000087,0.007395,0.695731,0.695714,0.695614,0.452161,0.695496,0.000191,0.447200,0.191092,0.001006,0.999549,0.413456,0.000512,0.999549,0.450317,0.000000,1.000000,0.809485,1.000000,0.997978,0.999625,1.000000,1.000000,0.002964,0.258681,0.000020,0.000000,0.000111,0.011318,0.004275,0.187497,0.141183,0.396916,9711.000000,0.413881,0.000194,0.996778,0.000000,0.000000
-87.934087,0.019221,0.000087,7.219507,7.219594,144.693877,144.693851,1.647432,1.551571,0.000087,0.007394,0.695754,0.695735,0.695629,0.452184,0.695481,0.000191,0.440940,0.185150,0.001006,0.999549,0.401462,0.000512,0.999549,0.437137,0.000000,1.000000,0.803290,1.000000,0.997737,0.999571,1.000000,1.000000,0.002990,0.172678,0.000014,0.000000,0.000081,0.008467,0.003179,0.228697,0.169453,0.417433,9711.000000,0.419197,0.000194,0.996778,0.000000,0.000000
-87.934099,0.018401,0.000086,7.227942,7.228030,144.688080,144.688054,1.638099,1.548033,0.000087,0.007394,0.695754,0.695736,0.695635,0.452187,0.695512,0.000191,0.445954,0.189875,0.001006,0.999549,0.411104,0.000512,0.999549,0.447723,0.000000,1.000000,0.808595,1.000000,0.997963,0.999624,1.000000,1.000000,0.002949,0.250362,0.000020,0.000000,0.000110,0.011267,0.004256,0.192863,0.147906,0.393217,9711.000000,0.412757,0.000194,0.996778,0.000000,0.000000
-87.933798,0.018987,0.000087,7.221003,7.221090,144.694734,144.694708,1.640418,1.545976,0.000087,0.007395,0.695743,0.695725,0.695619,0.452172,0.695473,0.000191,0.441567,0.185732,0.001006,0.999549,0.402801,0.000512,0.999549,0.438590,0.000000,1.000000,0.804181,1.000000,0.997805,0.999591,1.000000,1.000000,0.002981,0.227780,0.000018,0.000000,0.000106,0.011026,0.004165,0.202287,0.162183,0.392436,9711.000000,0.415755,0.000194,0.996778,0.000000,0.000000
-87.933463,0.018249,0.000086,7.234956,7.235043,144.681117,144.681090,1.638672,1.550492,0.000087,0.007395,0.695732,0.695714,0.695615,0.452162,0.695500,0.000191,0.448053,0.191930,0.001006,0.999549,0.415369,0.000512,0.999549,0.452390,0.000000,1.000000,0.811141,1.000000,0.998061,0.999647,1.000000,1.000000,0.002944,0.265362,0.000021,0.000000,0.000112,0.011449,0.004325,0.187127,0.140030,0.391574,9711.000000,0.409600,0.000194,0.996778,0.000000,0.000000
-87.933003,0.019483,0.000087,7.228683,7.228771,144.681919,144.681893,1.658304,1.562498,0.000087,0.007395,0.695716,0.695698,0.695593,0.452140,0.695454,0.000191,0.442704,0.186798,0.001006,0.999549,0.404669,0.000512,0.999549,0.440687,0.000000,1.000000,0.804476,1.000000,0.997768,0.999577,1.000000,1.000000,0.003005,0.224093,0.000018,0.000000,0.000102,0.010596,0.003996,0.203428,0.155800,0.401967,9711.000000,0.419359,0.000194,0.996778,0.000000,0.000000
-87.932726,0.019072,0.000087,7.235970,7.236058,144.674874,144.674848,1.657535,1.565241,0.000087,0.007395,0.695706,0.695689,0.695587,0.452131,0.695465,0.000191,0.446275,0.190201,0.001006,0.999549,0.411576,0.000512,0.999549,0.448266,0.000000,1.000000,0.808170,1.000000,0.997916,0.999611,1.000000,1.000000,0.002990,0.263178,0.000021,0.000000,0.000114,0.011684,0.004416,0.188812,0.145655,0.386120,9711.000000,0.416017,0.000194,0.996778,0.000000,0.000000
-87.933316,0.019324,0.000087,7.220254,7.220342,144.696075,144.696049,1.639775,1.542926,0.000087,0.007395,0.695727,0.695708,0.695598,0.452150,0.695438,0.000191,0.439256,0.183620,0.001006,0.999549,0.398683,0.000512,0.999549,0.434045,0.000000,1.000000,0.802501,1.000000,0.997748,0.999580,1.000000,1.000000,0.002996,0.217467,0.000017,0.000000,0.000104,0.010873,0.004106,0.207708,0.168723,0.391002,9711.000000,0.415403,0.000194,0.996778,0.000000,0.000000
-87.932649,0.018665,0.000087,7.234938,7.235026,144.680264,144.680238,1.643756,1.553443,0.000087,0.007395,0.695704,0.695686,0.695583,0.452127,0.695461,0.000191,0.446373,0.190297,0.001006,0.999549,0.412123,0.000512,0.999549,0.448817,0.000000,1.000000,0.809237,1.000000,0.998003,0.999636,1.000000,1.000000,0.002971,0.274164,0.000022,0.000000,0.000118,0.012038,0.004555,0.176749,0.141283,0.391072,9711.000000,0.410663,0.000194,0.996778,0.000000,0.000000
-87.932650,0.018758,0.000087,7.237516,7.237604,144.674845,144.674818,1.652802,1.562566,0.000087,0.007395,0.695704,0.695686,0.695586,0.452129,0.695468,0.000191,0.447502,0.191398,0.001006,0.999549,0.414134,0.000512,0.999549,0.451050,0.000000,1.000000,0.809737,1.000000,0.997995,0.999630,1.000000,1.000000,0.002981,0.273216,0.000021,0.000000,0.000116,0.011807,0.004465,0.180383,0.138916,0.391076,9711.000000,0.413372,0.000194,0.996778,0.000000,0.000000
-87.934119,0.018865,0.000087,7.220234,7.220321,144.696130,144.696104,1.637546,1.543517,0.000087,0.007394,0.695755,0.695736,0.695630,0.452185,0.695486,0.000191,0.441685,0.185838,0.001006,0.999549,0.403016,0.000512,0.999549,0.438828,0.000000,1.000000,0.804475,1.000000,0.997814,0.999593,1.000000,1.000000,0.002971,0.216766,0.000017,0.000000,0.000101,0.010501,0.003960,0.208600,0.162608,0.397447,9711.000000,0.415345,0.000194,0.996778,0.000000,0.000000
-87.934165,0.018408,0.000086,7.225873,7.225960,144.691923,144.691897,1.631962,1.541207,0.000087,0.007394,0.695756,0.695738,0.695636,0.452189,0.695506,0.000191,0.444736,0.188707,0.001006,0.999549,0.408862,0.000512,0.999549,0.445250,0.000000,1.000000,0.807878,1.000000,0.997947,0.999624,1.000000,1.000000,0.002941,0.243038,0.000019,0.000000,0.000108,0.011112,0.004197,0.192356,0.148632,0.400537,9711.000000,0.411317,0.000194,0.996778,0.000000,0.000000
-87.933615,0.019456,0.000087,7.216807,7.216895,144.699415,144.699389,1.639739,1.541417,0.000087,0.007395,0.695737,0.695718,0.695606,0.452161,0.695437,0.000191,0.437575,0.182105,0.001006,0.999549,0.395640,0.000512,0.999549,0.430693,0.000000,1.000000,0.801124,1.000000,0.997686,0.999566,1.000000,1.000000,0.003003,0.174201,0.000014,0.000000,0.000085,0.008956,0.003365,0.230266,0.177535,0.405578,9711.000000,0.416859,0.000194,0.996778,0.000000,0.000000
-87.931843,0.019959,0.000087,7.226576,7.226665,144.686020,144.685994,1.655689,1.556619,0.000088,0.007396,0.695675,0.695656,0.695544,0.452089,0.695380,0.000191,0.438514,0.182963,0.001006,0.999549,0.397376,0.000513,0.999549,0.432594,0.000000,1.000000,0.801624,1.000000,0.997707,0.999570,1.000000,1.000000,0.003047,0.192395,0.000015,0.000000,0.000092,0.009693,0.003647,0.222765,0.171753,0.399640,9711.000000,0.417592,0.000194,0.996778,0.000000,0.000000
-87.933331,0.019151,0.000087,7.229831,7.229919,144.681433,144.681406,1.655100,1.561414,0.000087,0.007395,0.695727,0.695709,0.695607,0.452155,0.695477,0.000191,0.444635,0.188619,0.001006,0.999549,0.408312,0.000512,0.999549,0.444694,0.000000,1.000000,0.806292,1.000000,0.997840,0.999593,1.000000,1.000000,0.002986,0.253416,0.000020,0.000000,0.000112,0.011572,0.004375,0.188317,0.149179,0.393008,9711.000000,0.417928,0.000194,0.996778,0.000000,0.000000
-87.932361,0.018671,0.000087,7.242540,7.242628,144.668798,144.668771,1.656271,1.567338,0.000087,0.007396,0.695694,0.695676,0.695578,0.452118,0.695468,0.000191,0.449490,0.193370,0.001006,0.999549,0.418084,0.000512,0.999549,0.455390,0.000000,1.000000,0.811636,1.000000,0.998055,0.999643,1.000000,1.000000,0.002978,0.302690,0.000024,0.000000,0.000124,0.012478,0.004724,0.164685,0.130881,0.384395,9711.000000,0.412429,0.000194,0.996778,0.000000,0.000000
-87.932534,0.018892,0.000087,7.238735,7.238823,144.672512,144.672486,1.656520,1.565702,0.000087,0.007396,0.695700,0.695682,0.695582,0.452124,0.695465,0.000191,0.447540,0.191436,0.001006,0.999549,0.414137,0.000512,0.999549,0.451065,0.000000,1.000000,0.809585,1.000000,0.997977,0.999625,1.000000,1.000000,0.002986,0.274710,0.000022,0.000000,0.000116,0.011849,0.004481,0.180028,0.138599,0.390196,9711.000000,0.414347,0.000194,0.996778,0.000000,0.000000
-87.933536,0.019584,0.000087,7.216290,7.216378,144.698193,144.698167,1.645443,1.546487,0.000087,0.007395,0.695734,0.695715,0.695604,0.452158,0.695432,0.000191,0.437267,0.181832,0.001006,0.999549,0.394933,0.000512,0.999549,0.429931,0.000000,1.000000,0.799472,1.000000,0.997620,0.999548,1.000000,1.000000,0.003019,0.189644,0.000015,0.000000,0.000088,0.009169,0.003467,0.142585,0.115437,0.539594,9711.000000,0.420385,0.000194,0.996778,0.000000,0.000000
-87.933728,0.019233,0.000087,7.220153,7.220240,144.693529,144.693503,1.647426,1.551742,0.000087,0.007395,0.695741,0.695723,0.695616,0.452169,0.695468,0.000191,0.441028,0.185235,0.001006,0.999549,0.401661,0.000512,0.999549,0.437356,0.000000,1.000000,0.803103,1.000000,0.997745,0.999574,1.000000,1.000000,0.002997,0.222469,0.000018,0.000000,0.000104,0.010884,0.004110,0.205094,0.164622,0.392699,9711.000000,0.418695,0.000194,0.996778,0.000000,0.000000
-87.932778,0.018552,0.000087,7.236641,7.236729,144.677879,144.677852,1.645528,1.556142,0.000087,0.007395,0.695708,0.695690,0.695590,0.452133,0.695472,0.000191,0.447450,0.191346,0.001006,0.999549,0.414182,0.000512,0.999549,0.451083,0.000000,1.000000,0.810256,1.000000,0.998031,0.999641,1.000000,1.000000,0.002968,0.270311,0.000021,0.000000,0.000115,0.011755,0.004444,0.185775,0.142042,0.385537,9711.000000,0.410862,0.000194,0.996778,0.000000,0.000000
-87.933385,0.017888,0.000086,7.239671,7.239758,144.677438,144.677412,1.634608,1.548980,0.000087,0.007395,0.695729,0.695712,0.695615,0.452160,0.695509,0.000191,0.450437,0.194312,0.001006,0.999549,0.420245,0.000512,0.999549,0.457729,0.000000,1.000000,0.813336,1.000000,0.998152,0.999669,1.000000,1.000000,0.002923,0.292513,0.000023,0.000000,0.000111,0.011018,0.004173,0.117454,0.093214,0.481495,9711.000000,0.406891,0.000194,0.996778,0.000000,0.000000
-87.935021,0.019486,0.000087,7.203201,7.203289,144.712654,144.712628,1.638461,1.538277,0.000087,0.007394,0.695786,0.695767,0.695654,0.452218,0.695468,0.000191,0.435024,0.179838,0.001006,0.999549,0.390852,0.000512,0.999549,0.425457,0.000000,1.000000,0.797601,1.000000,0.997521,0.999523,1.000000,1.000000,0.003003,0.174347,0.000014,0.000000,0.000089,0.009403,0.003542,0.225484,0.185222,0.401899,9711.000000,0.422419,0.000194,0.996777,0.000000,0.000000
-87.933726,0.018334,0.000086,7.231477,7.231564,144.685458,144.685432,1.635632,1.546237,0.000087,0.007395,0.695741,0.695723,0.695622,0.452172,0.695501,0.000191,0.446495,0.190404,0.001006,0.999549,0.412302,0.000512,0.999549,0.449023,0.000000,1.000000,0.809700,1.000000,0.998012,0.999637,1.000000,1.000000,0.002943,0.248924,0.000020,0.000000,0.000108,0.011074,0.004180,0.194465,0.145704,0.395527,9711.000000,0.410198,0.000194,0.996778,0.000000,0.000000
-87.935214,0.018257,0.000086,7.218588,7.218674,144.702474,144.702448,1.618680,1.526960,0.000087,0.007394,0.695793,0.695775,0.695670,0.452231,0.695532,0.000191,0.442775,0.186842,0.001006,0.999549,0.405138,0.000512,0.999549,0.441164,0.000000,1.000000,0.806571,1.000000,0.997894,0.999615,1.000000,1.000000,0.002908,0.237109,0.000019,0.000000,0.000109,0.011266,0.004257,0.197462,0.158615,0.391163,9711.000000,0.410435,0.000194,0.996777,0.000000,0.000000
-87.934084,0.018884,0.000087,7.219774,7.219861,144.698555,144.698529,1.630939,1.536165,0.000087,0.007394,0.695753,0.695735,0.695627,0.452183,0.695476,0.000191,0.440617,0.184855,0.001006,0.999549,0.401162,0.000512,0.999549,0.436779,0.000000,1.000000,0.804122,1.000000,0.997808,0.999595,1.000000,1.000000,0.002960,0.218252,0.000017,0.000000,0.000102,0.010658,0.004023,0.202332,0.160559,0.404057,9711.000000,0.413301,0.000194,0.996778,0.000000,0.000000
-87.934699,0.017795,0.000086,7.230078,7.230165,144.689103,144.689077,1.625402,1.538653,0.000087,0.007394,0.695775,0.695758,0.695659,0.452213,0.695546,0.000191,0.448395,0.192253,0.001006,0.999549,0.416035,0.000512,0.999549,0.453131,0.000000,1.000000,0.811925,1.000000,0.998088,0.999654,1.000000,1.000000,0.002901,0.273044,0.000021,0.000000,0.000116,0.011781,0.004454,0.185794,0.142106,0.382684,9711.000000,0.407610,0.000194,0.996777,0.000000,0.000000
-87.934978,0.019213,0.000087,7.206878,7.206965,144.713494,144.713468,1.622792,1.523371,0.000087,0.007394,0.695785,0.695765,0.695652,0.452216,0.695466,0.000191,0.435117,0.179921,0.001006,0.999549,0.391283,0.000512,0.999549,0.425907,0.000000,1.000000,0.799375,1.000000,0.997612,0.999551,1.000000,1.000000,0.002964,0.191731,0.000015,0.000000,0.000097,0.010222,0.003860,0.214595,0.180456,0.399024,9711.000000,0.415916,0.000194,0.996777,0.000000,0.000000
-87.933028,0.018126,0.000086,7.240076,7.240164,144.675869,144.675843,1.639659,1.552954,0.000087,0.007395,0.695717,0.695700,0.695601,0.452145,0.695493,0.000191,0.449735,0.193607,0.001006,0.999549,0.418826,0.000512,0.999549,0.456174,0.000000,1.000000,0.813038,1.000000,0.998131,0.999663,1.000000,1.000000,0.002941,0.282366,0.000022,0.000000,0.000116,0.011705,0.004426,0.176506,0.131274,0.393585,9711.000000,0.407564,0.000194,0.996778,0.000000,0.000000
-87.933669,0.018766,0.000087,7.227040,7.227128,144.687850,144.687824,1.642942,1.550723,0.000087,0.007395,0.695739,0.695721,0.695618,0.452168,0.695486,0.000191,0.444167,0.188170,0.001006,0.999549,0.407677,0.000512,0.999549,0.443953,0.000000,1.000000,0.806827,1.000000,0.997896,0.999609,1.000000,1.000000,0.002972,0.223116,0.000018,0.000000,0.000101,0.010394,0.003917,0.208560,0.156513,0.397382,9711.000000,0.414462,0.000194,0.996778,0.000000,0.000000
-87.933455,0.019240,0.000087,7.223335,7.223423,144.689888,144.689862,1.649351,1.554073,0.000087,0.007395,0.695732,0.695713,0.695607,0.452158,0.695462,0.000191,0.441702,0.185860,0.001006,0.999549,0.402934,0.000512,0.999549,0.438752,0.000000,1.000000,0.803911,1.000000,0.997774,0.999581,1.000000,1.000000,0.002998,0.216491,0.000017,0.000000,0.000101,0.010491,0.003955,0.211386,0.164031,0.393529,9711.000000,0.418090,0.000194,0.996778,0.000000,0.000000
-87.934819,0.019069,0.000087,7.212464,7.212552,144.703136,144.703110,1.638643,1.542155,0.000087,0.007394,0.695779,0.695760,0.695653,0.452212,0.695493,0.000191,0.439027,0.183400,0.001006,0.999549,0.397934,0.000512,0.999549,0.433259,0.000000,1.000000,0.800820,1.000000,0.997662,0.999556,1.000000,1.000000,0.002981,0.195866,0.000016,0.000000,0.000090,0.009305,0.003519,0.142778,0.115458,0.532969,9711.000000,0.420378,0.000194,0.996777,0.000000,0.000000
-87.933977,0.018048,0.000086,7.235429,7.235517,144.679939,144.679913,1.639540,1.552615,0.000087,0.007394,0.695750,0.695733,0.695636,0.452185,0.695527,0.000191,0.449587,0.193447,0.001006,0.999549,0.418303,0.000512,0.999549,0.455628,0.000000,1.000000,0.812410,1.000000,0.998091,0.999651,1.000000,1.000000,0.002932,0.274360,0.000021,0.000000,0.000113,0.011496,0.004345,0.180585,0.133710,0.395369,9711.000000,0.410302,0.000194,0.996778,0.000000,0.000000
-87.932988,0.018875,0.000087,7.229626,7.229714,144.686140,144.686113,1.641562,1.548980,0.000087,0.007395,0.695715,0.695697,0.695592,0.452140,0.695458,0.000191,0.443808,0.187838,0.001006,0.999549,0.407161,0.000512,0.999549,0.443367,0.000000,1.000000,0.806857,1.000000,0.997914,0.999617,1.000000,1.000000,0.002977,0.243018,0.000019,0.000000,0.000109,0.011261,0.004254,0.196149,0.152849,0.392342,9711.000000,0.412328,0.000194,0.996778,0.000000,0.000000
-87.932302,0.018799,0.000087,7.239471,7.239559,144.672859,144.672833,1.653701,1.563506,0.000087,0.007396,0.695691,0.695674,0.695573,0.452114,0.695456,0.000191,0.447537,0.191436,0.001006,0.999549,0.414278,0.000512,0.999549,0.451197,0.000000,1.000000,0.809986,1.000000,0.998009,0.999634,1.000000,1.000000,0.002987,0.266588,0.000021,0.000000,0.000113,0.011543,0.004362,0.186397,0.140127,0.390849,9711.000000,0.412639,0.000194,0.996778,0.000000,0.000000
-87.932743,0.018418,0.000087,7.240392,7.240480,144.673094,144.673068,1.648299,1.560102,0.000087,0.007395,0.695707,0.695690,0.695591,0.452133,0.695479,0.000191,0.449077,0.192956,0.001006,0.999549,0.417321,0.000512,0.999549,0.454534,0.000000,1.000000,0.810892,1.000000,0.998057,0.999645,1.000000,1.000000,0.002966,0.279504,0.000022,0.000000,0.000106,0.010492,0.003974,0.105610,0.085061,0.515231,9711.000000,0.411796,0.000194,0.996778,0.000000,0.000000
-87.933095,0.019202,0.000087,7.228064,7.228152,144.684351,144.684325,1.652145,1.557654,0.000087,0.007395,0.695719,0.695701,0.695596,0.452144,0.695457,0.000191,0.442914,0.186997,0.001006,0.999549,0.405167,0.000512,0.999549,0.441209,0.000000,1.000000,0.804323,1.000000,0.997798,0.999587,1.000000,1.000000,0.003000,0.229323,0.000018,0.000000,0.000098,0.009973,0.003775,0.128402,0.102765,0.525645,9711.000000,0.418368,0.000194,0.996778,0.000000,0.000000
