Sample,dVm/dt
1659,-0.401295
1660,-0.398803
1661,-0.404187
1662,-0.407000
1663,-0.395515
1664,-0.395902
1665,-0.403473
1666,-0.400427
1667,-0.398682
1668,-0.398466
1669,-0.398148
1670,-0.395878
1671,-0.394181
1672,-0.396292
1673,-0.395870
1674,-0.402839
1675,-0.405936
1676,-0.402975
1677,-0.406439
1678,-0.402279
1679,-0.404655
1680,-0.403016
1681,-0.408447
1682,-0.411884
1683,-0.398357
1684,-0.399944
1685,-0.400390
1686,-0.397070
1687,-0.400441
1688,-0.413351
1689,-0.404863
1690,-0.404313
1691,-0.404892
1692,-0.399532
1693,-0.413123
1694,-0.399812
1695,-0.397213
1696,-0.404953
1697,-0.397926
1698,-0.397105
1699,-0.399242
1700,-0.397075
1701,-0.399137
1702,-0.399917
1703,-0.396836
1704,-0.399155
1705,-0.396788
1706,-0.397896
1707,-0.402566
1708,-0.394097
1709,-0.395980
1710,-0.398815
1711,-0.401944
1712,-0.401610
1713,-0.400943
1714,-0.398414
1715,-0.397725
1716,-0.399514
1717,-0.403150
1718,-0.398401
1719,-0.400983
1720,-0.399513
1721,-0.403218
1722,-0.396073
1723,-0.395660
1724,-0.395517
1725,-0.400108
1726,-0.402478
1727,-0.396914
1728,-0.398368
1729,-0.400769
1730,-0.394140
1731,-0.395678
1732,-0.397888
1733,-0.397939
1734,-0.401816
1735,-0.406154
1736,-0.399662
1737,-0.406985
1738,-0.399202
1739,-0.401247
1740,-0.398506
1741,-0.400222
1742,-0.408899
1743,-0.404415
1744,-0.403888
1745,-0.398675
1746,-0.397402
1747,-0.405964
1748,-0.416358
1749,-0.413522
1750,-0.407278
1751,-0.416083
1752,-0.399920
1753,-0.403055
1754,-0.395699
1755,-0.395097
1756,-0.396068
1757,-0.399762
1758,-0.404389
1759,-0.397210
1760,-0.399739
1761,-0.401310
1762,-0.398366
1763,-0.404787
1764,-0.402691
1765,-0.400661
1766,-0.400636
1767,-0.400581
1768,-0.399804
1769,-0.403207
1770,-0.391297
1771,-0.400194
1772,-0.394330
1773,-0.398030
1774,-0.401207
1775,-0.402670
1776,-0.397180
1777,-0.386893
1778,-0.402925
1779,-0.398048
1780,-0.400459
1781,-0.400925
1782,-0.400117
1783,-0.394311
1784,-0.396058
1785,-0.400947
1786,-0.403022
1787,-0.402024
1788,-0.396814
1789,-0.400905
1790,-0.403409
1791,-0.398872
1792,-0.404789
1793,-0.400870
1794,-0.401457
1795,-0.402258
1796,-0.399021
1797,-0.393634
1798,-0.401466
1799,-0.400232
1800,-0.400488
1801,-0.406109
1802,-0.394460
1803,-0.401543
1804,-0.400113
1805,-0.398237
1806,-0.398261
1807,-0.394063
1808,-0.395499
1809,-0.398708
1810,-0.401914
1811,-0.401974
1812,-0.405103
1813,-0.398935
1814,-0.399121
1815,-0.399801
1816,-0.398645
1817,-0.404016
1818,-0.401728
1819,-0.403263
1820,-0.408165
1821,-0.396515
1822,-0.401275
1823,-0.398386
1824,-0.395199
1825,-0.401569
1826,-0.407129
1827,-0.391150
1828,-0.395331
1829,-0.400974
1830,-0.398179
1831,-0.399624
1832,-0.395961
1833,-0.401988
1834,-0.405103
1835,-0.405619
1836,-0.400675
1837,-0.402129
1838,-0.396297
1839,-0.394156
1840,-0.404235
1841,-0.396855
1842,-0.405695
1843,-0.400452
1844,-0.400007
1845,-0.398869
1846,-0.403621
1847,-0.396341
1848,-0.399930
1849,-0.402399
1850,-0.401056
1851,-0.395902
1852,-0.401379
1853,-0.404920
1854,-0.401234
1855,-0.404365
1856,-0.397937
1857,-0.407389
1858,-0.395015
1859,-0.410458
1860,-0.405803
1861,-0.406985
1862,-0.406558
1863,-0.411644
1864,-0.400394
1865,-0.396218
1866,-0.397798
1867,-0.399893
1868,-0.395846
1869,-0.399092
1870,-0.401186
1871,-0.405403
1872,-0.395522
1873,-0.399290
1874,-0.389073
1875,-0.396223
1876,-0.397243
1877,-0.405125
1878,-0.401225
1879,-0.399170
1880,-0.396321
1881,-0.397861
1882,-0.399958
1883,-0.399215
1884,-0.398647
1885,-0.400751
1886,-0.405295
1887,-0.405615
1888,-0.402632
1889,-0.409301
1890,-0.398352
1891,-0.392632
1892,-0.399171
1893,-0.399173
1894,-0.401715
1895,-0.404603
1896,-0.400342
1897,-0.398334
1898,-0.396360
1899,-0.405548
1900,-0.411881
1901,-0.402603
1902,-0.400571
1903,-0.408524
1904,-0.401527
1905,-0.404407
1906,-0.403631
1907,-0.396849
1908,-0.403809
1909,-0.401144
1910,-0.399145
1911,-0.400152
1912,-0.396931
1913,-0.401074
1914,-0.398945
1915,-0.403842
1916,-0.391748
1917,-0.400168
1918,-0.402444
1919,-0.387975
1920,-0.396627
1921,-0.390384
1922,-0.403311
1923,-0.399896
1924,-0.405727
1925,-0.397274
1926,-0.402706
1927,-0.397825
1928,-0.401492
1929,-0.400594
1930,-0.404341
1931,-0.403960
1932,-0.403572
1933,-0.392623
1934,-0.392996
1935,-0.400085
1936,-0.399109
1937,-0.403017
1938,-0.399564
1939,-0.401746
1940,-0.412645
1941,-0.401557
1942,-0.410302
1943,-0.397376
1944,-0.400532
1945,-0.401007
1946,-0.394111
1947,-0.400323
1948,-0.390996
1949,-0.396484
1950,-0.399010
1951,-0.394939
1952,-0.397121
1953,-0.396166
1954,-0.396852
1955,-0.401589
1956,-0.403848
1957,-0.397614
1958,-0.395947
1959,-0.399029
1960,-0.404326
1961,-0.402492
1962,-0.399967
1963,-0.406404
1964,-0.392954
1965,-0.399804
1966,-0.399257
1967,-0.402407
1968,-0.402426
1969,-0.396818
1970,-0.398847
1971,-0.396682
1972,-0.403872
1973,-0.400570
1974,-0.395998
1975,-0.391516
1976,-0.396657
1977,-0.394303
1978,-0.398328
1979,-0.400159
1980,-0.396456
1981,-0.402178
1982,-0.397896
1983,-0.388897
1984,-0.400801
1985,-0.401647
1986,-0.394113
1987,-0.400198
1988,-0.406961
1989,-0.402260
1990,-0.400355
1991,-0.401291
1992,-0.395781
1993,-0.403636
1994,-0.403628
1995,-0.406119
1996,-0.403135
1997,-0.399631
1998,-0.398264
1999,-0.403094
2000,-0.405577
2001,-0.401981
2002,-0.402905
2003,-0.399926
2004,-0.400922
2005,-0.401962
2006,-0.400703
2007,-0.399361
2008,-0.409637
2009,-0.409038
2010,-0.400521
2011,-0.403813
2012,-0.400750
2013,-0.403132
2014,-0.400716
2015,-0.411001
2016,-0.406324
2017,-0.403034
2018,-0.399895
2019,-0.400919
2020,-0.404074
2021,-0.399879
2022,-0.400532
2023,-0.400547
2024,-0.400650
2025,-0.401670
2026,-0.403575
2027,-0.401360
2028,-0.407490
2029,-0.402783
2030,-0.405961
2031,-0.404726
2032,-0.400307
2033,-0.400913
2034,-0.403304
2035,-0.405950
2036,-0.405336
2037,-0.404655
2038,-0.422456
2039,-0.400861
2040,-0.404960
2041,-0.401688
2042,-0.398909
2043,-0.400762
2044,-0.402171
2045,-0.399916
2046,-0.400578
2047,-0.402746
2048,-0.403687
2049,-0.402609
2050,-0.400785
2051,-0.401144
2052,-0.404969
2053,-0.404800
2054,-0.404456
2055,-0.407160
2056,-0.403805
2057,-0.404030
2058,-0.402821
2059,-0.402126
2060,-0.410028
2061,-0.401882
2062,-0.404635
2063,-0.407132
2064,-0.402077
2065,-0.404576
2066,-0.403629
2067,-0.401497
2068,-0.402503
2069,-0.402610
2070,-0.399493
2071,-0.400796
2072,-0.401938
2073,-0.400678
2074,-0.407776
2075,-0.400998
2076,-0.403597
2077,-0.400270
2078,-0.401923
2079,-0.401917
2080,-0.414782
2081,-0.405720
2082,-0.404855
2083,-0.402341
2084,-0.409839
2085,-0.415295
2086,-0.405500
2087,-0.402390
2088,-0.402535
2089,-0.402207
2090,-0.402745
2091,-0.405391
2092,-0.402559
2093,-0.404314
2094,-0.401178
2095,-0.403137
2096,-0.399799
2097,-0.400905
2098,-0.401734
2099,-0.412105
2100,-0.414750
2101,-0.403248
2102,-0.402396
2103,-0.404524
2104,-0.401732
2105,-0.400477
2106,-0.401945
2107,-0.401080
2108,-0.401900
2109,-0.403426
2110,-0.400880
2111,-0.401658
2112,-0.400500
2113,-0.398504
2114,-0.403144
2115,-0.400307
2116,-0.402059
2117,-0.407580
2118,-0.403219
2119,-0.402099
2120,-0.401464
2121,-0.401749
2122,-0.402096
2123,-0.404811
2124,-0.406296
2125,-0.402872
2126,-0.402965
2127,-0.399617
2128,-0.400766
2129,-0.417167
2130,-0.406959
2131,-0.410301
2132,-0.403028
2133,-0.402645
2134,-0.403014
2135,-0.402095
2136,-0.404253
2137,-0.400762
2138,-0.408433
2139,-0.405646
2140,-0.404989
2141,-0.405122
2142,-0.403503
2143,-0.403439
2144,-0.407468
2145,-0.407479
2146,-0.404121
2147,-0.410369
2148,-0.406577
2149,-0.402533
2150,-0.402528
2151,-0.408980
2152,-0.409698
2153,-0.408386
2154,-0.407213
2155,-0.400985
2156,-0.401870
2157,-0.408632
2158,-0.413551
2159,-0.412620
2160,-0.414167
2161,-0.409202
2162,-0.402744
2163,-0.400807
2164,-0.402611
2165,-0.403084
2166,-0.402549
2167,-0.401227
2168,-0.404062
2169,-0.401839
2170,-0.402724
2171,-0.402842
2172,-0.400255
2173,-0.404308
2174,-0.406411
2175,-0.408984
2176,-0.407524
2177,-0.409024
2178,-0.407556
2179,-0.410854
2180,-0.407361
2181,-0.409453
2182,-0.408619
2183,-0.405375
2184,-0.401304
2185,-0.401871
2186,-0.402858
2187,-0.398899
2188,-0.401232
2189,-0.403414
2190,-0.403838
2191,-0.399563
2192,-0.399442
2193,-0.401702
2194,-0.403665
2195,-0.405101
2196,-0.404802
2197,-0.411870
2198,-0.406323
2199,-0.412908
2200,-0.412264
2201,-0.416938
2202,-0.398171
2203,-0.400414
2204,-0.400993
2205,-0.400534
2206,-0.401966
2207,-0.402174
2208,-0.400513
2209,-0.402075
2210,-0.400026
2211,-0.400969
2212,-0.401406
2213,-0.400708
2214,-0.401780
2215,-0.402952
2216,-0.413281
2217,-0.411538
2218,-0.402628
2219,-0.402972
2220,-0.400554
2221,-0.400034
2222,-0.400919
2223,-0.401725
2224,-0.401524
2225,-0.401731
2226,-0.400249
2227,-0.401963
2228,-0.403017
2229,-0.401657
2230,-0.402156
2231,-0.403274
2232,-0.402523
2233,-0.400975
2234,-0.402537
2235,-0.414500
2236,-0.403717
2237,-0.403303
2238,-0.401022
2239,-0.401632
2240,-0.403425
2241,-0.401068
2242,-0.399650
2243,-0.402606
2244,-0.402653
2245,-0.400850
2246,-0.405016
2247,-0.400862
2248,-0.402901
2249,-0.400890
2250,-0.401875
2251,-0.402871
2252,-0.401781
2253,-0.402825
2254,-0.400201
2255,-0.408086
2256,-0.402877
2257,-0.412676
2258,-0.400446
2259,-0.400918
2260,-0.402709
2261,-0.404421
2262,-0.401711
2263,-0.401966
2264,-0.400709
2265,-0.404687
2266,-0.400678
2267,-0.403346
2268,-0.401714
2269,-0.401642
2270,-0.409162
2271,-0.404716
2272,-0.413008
2273,-0.403737
2274,-0.402974
2275,-0.405752
2276,-0.402009
2277,-0.403302
2278,-0.400630
2279,-0.400197
2280,-0.400931
2281,-0.406910
2282,-0.403037
2283,-0.402548
2284,-0.400249
2285,-0.401121
2286,-0.402458
2287,-0.400572
2288,-0.400728
2289,-0.401083
2290,-0.401306
2291,-0.406001
2292,-0.402205
2293,-0.404218
2294,-0.403174
2295,-0.401499
2296,-0.401163
2297,-0.400710
2298,-0.404904
2299,-0.399915
2300,-0.400234
2301,-0.399624
2302,-0.400584
2303,-0.404018
2304,-0.399936
2305,-0.402129
2306,-0.401612
2307,-0.404841
2308,-0.403631
2309,-0.401991
2310,-0.403050
2311,-0.402728
2312,-0.399788
2313,-0.401342
2314,-0.402208
2315,-0.401345
2316,-0.403537
2317,-0.401157
2318,-0.405659
2319,-0.401002
2320,-0.410224
2321,-0.402561
2322,-0.405325
2323,-0.403560
2324,-0.402186
2325,-0.400604
2326,-0.406005
2327,-0.405551
2328,-0.407873
2329,-0.399995
2330,-0.406551
2331,-0.409644
2332,-0.408482
2333,-0.405033
2334,-0.408434
2335,-0.403360
2336,-0.400630
2337,-0.402396
2338,-0.399685
2339,-0.401671
2340,-0.400462
2341,-0.401788
2342,-0.407260
2343,-0.401882
2344,-0.404928
2345,-0.406968
2346,-0.407338
2347,-0.402479
2348,-0.402033
2349,-0.402610
2350,-0.400533
2351,-0.402050
2352,-0.400698
2353,-0.401213
2354,-0.401647
2355,-0.400936
2356,-0.404802
2357,-0.410091
2358,-0.407898
2359,-0.408075
2360,-0.402826
2361,-0.400666
2362,-0.406903
2363,-0.402877
2364,-0.403141
2365,-0.403146
2366,-0.399265
2367,-0.402913
2368,-0.402843
2369,-0.402913
2370,-0.403825
2371,-0.401138
2372,-0.404118
2373,-0.403919
2374,-0.400663
2375,-0.401444
2376,-0.413500
2377,-0.403642
2378,-0.404007
2379,-0.406581
2380,-0.407654
2381,-0.409977
2382,-0.407392
2383,-0.403347
2384,-0.405559
2385,-0.404291
2386,-0.401950
2387,-0.403518
2388,-0.402811
2389,-0.403062
2390,-0.406919
2391,-0.408201
2392,-0.411421
2393,-0.411231
2394,-0.409991
2395,-0.411874
2396,-0.409080
2397,-0.405734
2398,-0.402941
2399,-0.402668
2400,-0.400849
2401,-0.400439
2402,-0.401746
2403,-0.402580
2404,-0.403097
2405,-0.400547
2406,-0.417243
2407,-0.416356
2408,-0.398916
2409,-0.399958
2410,-0.401576
2411,-0.402508
2412,-0.402110
2413,-0.403156
2414,-0.416445
2415,-0.400538
2416,-0.401960
2417,-0.404695
2418,-0.404294
2419,-0.404121
2420,-0.404807
2421,-0.404349
2422,-0.405935
2423,-0.408312
2424,-0.405778
2425,-0.401267
2426,-0.403017
2427,-0.403021
2428,-0.400831
2429,-0.408028
2430,-0.411247
2431,-0.403915
2432,-0.408827
2433,-0.408997
2434,-0.400204
2435,-0.402152
2436,-0.403825
2437,-0.404017
2438,-0.403304
2439,-0.401713
2440,-0.406260
2441,-0.402029
2442,-0.404309
2443,-0.408316
2444,-0.407778
2445,-0.403529
2446,-0.401980
2447,-0.406450
2448,-0.406281
2449,-0.405048
2450,-0.408816
2451,-0.401065
2452,-0.401539
2453,-0.400592
2454,-0.400238
2455,-0.402589
2456,-0.402793
2457,-0.402175
2458,-0.403192
2459,-0.401282
2460,-0.404138
2461,-0.413571
2462,-0.417186
2463,-0.401422
2464,-0.400076
2465,-0.403642
2466,-0.401041
2467,-0.402179
2468,-0.402466
2469,-0.401331
2470,-0.400716
2471,-0.402956
2472,-0.402142
2473,-0.406611
2474,-0.404046
2475,-0.400683
2476,-0.402131
2477,-0.402079
2478,-0.404984
2479,-0.400084
2480,-0.401849
2481,-0.402206
2482,-0.401130
2483,-0.403276
2484,-0.401282
2485,-0.401023
2486,-0.407419
2487,-0.404039
2488,-0.404259
2489,-0.401633
2490,-0.400974
2491,-0.401815
2492,-0.401614
2493,-0.400605
2494,-0.400525
2495,-0.410064
2496,-0.413534
2497,-0.400772
2498,-0.403154
2499,-0.400454
2500,-0.403192
2501,-0.404881
2502,-0.407713
2503,-0.408470
2504,-0.417212
2505,-0.416057
2506,-0.409551
2507,-0.409968
2508,-0.410433
2509,-0.407971
2510,-0.407197
2511,-0.403155
2512,-0.408365
2513,-0.406172
2514,-0.411399
2515,-0.408918
2516,-0.408020
2517,-0.412444
2518,-0.416733
2519,-0.403098
2520,-0.403331
2521,-0.401088
2522,-0.415658
2523,-0.407645
2524,-0.403925
2525,-0.402509
2526,-0.404267
2527,-0.402788
2528,-0.400952
2529,-0.401195
2530,-0.402314
2531,-0.401044
2532,-0.402462
2533,-0.406607
2534,-0.407244
2535,-0.404658
2536,-0.408724
2537,-0.401749
2538,-0.402072
2539,-0.404003
2540,-0.401452
2541,-0.401360
2542,-0.402550
2543,-0.401254
2544,-0.403123
2545,-0.402809
2546,-0.403724
2547,-0.402060
2548,-0.400607
2549,-0.400681
2550,-0.401847
2551,-0.400587
2552,-0.402218
2553,-0.405524
2554,-0.400547
2555,-0.403524
2556,-0.401136
2557,-0.400786
2558,-0.402259
2559,-0.402473
2560,-0.403384
2561,-0.402867
2562,-0.404536
2563,-0.401058
2564,-0.402376
2565,-0.401889
2566,-0.417743
2567,-0.408157
2568,-0.404677
2569,-0.403576
2570,-0.401201
2571,-0.403154
2572,-0.401673
2573,-0.402322
2574,-0.402683
2575,-0.401983
2576,-0.404200
2577,-0.400793
2578,-0.403959
2579,-0.401003
2580,-0.402278
2581,-0.404251
2582,-0.400283
2583,-0.401844
2584,-0.408048
2585,-0.408393
2586,-0.405487
2587,-0.411713
2588,-0.410856
2589,-0.402995
2590,-0.401758
2591,-0.403830
2592,-0.404029
2593,-0.402112
2594,-0.407052
2595,-0.407835
2596,-0.404440
2597,-0.405263
2598,-0.409377
2599,-0.408941
2600,-0.407628
2601,-0.407803
2602,-0.405427
2603,-0.403341
2604,-0.406058
2605,-0.403070
2606,-0.402211
2607,-0.405196
2608,-0.402694
2609,-0.401442
2610,-0.400402
2611,-0.403442
2612,-0.403163
2613,-0.401633
2614,-0.399540
2615,-0.401767
2616,-0.401637
2617,-0.410602
2618,-0.410559
2619,-0.402717
2620,-0.401420
2621,-0.402850
2622,-0.403656
2623,-0.403071
2624,-0.400565
2625,-0.401997
2626,-0.404679
2627,-0.398625
2628,-0.402556
2629,-0.404255
2630,-0.411924
2631,-0.407996
2632,-0.409300
2633,-0.406334
2634,-0.401949
2635,-0.418192
2636,-0.412816
2637,-0.413712
2638,-0.414463
2639,-0.412488
2640,-0.413746
2641,-0.403513
2642,-0.407444
2643,-0.406881
2644,-0.403633
2645,-0.402837
2646,-0.407085
2647,-0.404300
2648,-0.406375
2649,-0.407750
2650,-0.408278
2651,-0.404037
2652,-0.401510
2653,-0.403246
2654,-0.408647
2655,-0.402951
2656,-0.403722
2657,-0.401282
2658,-0.402800
2659,-0.403034
2660,-0.405152
2661,-0.408208
2662,-0.407452
2663,-0.403700
2664,-0.403236
2665,-0.407932
2666,-0.401990
2667,-0.401903
2668,-0.405570
2669,-0.403503
2670,-0.409238
2671,-0.408024
2672,-0.404635
2673,-0.403216
2674,-0.404408
2675,-0.403470
2676,-0.400004
2677,-0.403462
2678,-0.415923
2679,-0.411836
2680,-0.411383
2681,-0.403499
2682,-0.406452
2683,-0.402446
2684,-0.402585
2685,-0.399908
2686,-0.399512
2687,-0.407045
2688,-0.403053
2689,-0.399199
2690,-0.400369
2691,-0.402949
2692,-0.403303
2693,-0.402232
2694,-0.401734
2695,-0.401739
2696,-0.402620
2697,-0.399931
2698,-0.400762
2699,-0.399284
2700,-0.401107
2701,-0.404510
2702,-0.401260
2703,-0.401960
2704,-0.400726
2705,-0.415967
2706,-0.404090
2707,-0.405324
2708,-0.409160
2709,-0.404551
2710,-0.400903
2711,-0.400390
2712,-0.405432
2713,-0.403610
2714,-0.402676
2715,-0.402460
2716,-0.399509
2717,-0.401662
2718,-0.401478
2719,-0.402000
2720,-0.401661
2721,-0.404417
2722,-0.413579
2723,-0.414498
2724,-0.412857
2725,-0.414427
2726,-0.411938
2727,-0.411121
2728,-0.409101
2729,-0.407550
2730,-0.406594
2731,-0.400370
2732,-0.403099
2733,-0.399319
2734,-0.402411
2735,-0.400113
2736,-0.403503
2737,-0.405088
2738,-0.405670
2739,-0.404572
2740,-0.404180
2741,-0.400847
2742,-0.402019
2743,-0.402100
2744,-0.405272
2745,-0.402108
2746,-0.401817
2747,-0.402390
2748,-0.401286
2749,-0.402953
2750,-0.399249
2751,-0.398871
2752,-0.403659
2753,-0.402626
2754,-0.410266
2755,-0.410502
2756,-0.407140
2757,-0.407337
2758,-0.402428
2759,-0.402212
2760,-0.402814
2761,-0.402138
2762,-0.412532
2763,-0.406970
2764,-0.404406
2765,-0.404530
2766,-0.404940
2767,-0.402898
2768,-0.403292
2769,-0.406831
2770,-0.410771
2771,-0.405873
2772,-0.402119
2773,-0.402302
2774,-0.400897
2775,-0.418099
2776,-0.417673
2777,-0.418360
2778,-0.416900
2779,-0.417115
2780,-0.416265
2781,-0.418951
2782,-0.410147
2783,-0.404018
2784,-0.402272
2785,-0.405046
2786,-0.410749
2787,-0.404251
2788,-0.402228
2789,-0.408252
2790,-0.401521
2791,-0.404669
2792,-0.402663
2793,-0.403072
2794,-0.403435
2795,-0.401422
2796,-0.405669
2797,-0.400021
2798,-0.401524
2799,-0.401424
2800,-0.401908
2801,-0.406405
2802,-0.409024
2803,-0.402572
2804,-0.408617
2805,-0.403328
2806,-0.407985
2807,-0.407328
2808,-0.406827
2809,-0.407478
2810,-0.410819
2811,-0.410558
2812,-0.411094
2813,-0.412243
2814,-0.402482
2815,-0.403148
2816,-0.403959
2817,-0.402647
2818,-0.401169
2819,-0.401747
2820,-0.402062
2821,-0.402907
2822,-0.401977
2823,-0.414793
2824,-0.411760
2825,-0.410539
2826,-0.403536
2827,-0.402210
2828,-0.401862
2829,-0.402191
2830,-0.400912
2831,-0.401362
2832,-0.411240
2833,-0.412757
2834,-0.402794
2835,-0.403164
2836,-0.400388
2837,-0.400967
2838,-0.407197
2839,-0.401559
2840,-0.403220
2841,-0.403411
2842,-0.402454
2843,-0.408673
2844,-0.403627
2845,-0.402910
2846,-0.414512
2847,-0.403325
2848,-0.400811
2849,-0.410622
2850,-0.406148
2851,-0.407008
2852,-0.407661
2853,-0.407155
2854,-0.403886
2855,-0.401393
2856,-0.401172
2857,-0.401671
2858,-0.402054
2859,-0.402585
2860,-0.413417
2861,-0.412740
2862,-0.404474
2863,-0.399818
2864,-0.400206
2865,-0.399500
2866,-0.403499
2867,-0.401471
2868,-0.403064
2869,-0.400437
2870,-0.401897
2871,-0.400516
2872,-0.401864
2873,-0.400768
2874,-0.401785
2875,-0.400941
2876,-0.402039
2877,-0.401336
2878,-0.400038
2879,-0.410313
2880,-0.400914
2881,-0.399722
2882,-0.403522
2883,-0.402962
2884,-0.402771
2885,-0.408764
2886,-0.404054
2887,-0.402911
2888,-0.403962
2889,-999.000000
2890,-0.402409
2891,-0.405916
2892,-0.407018
2893,-0.409299
2894,-0.408185
2895,-0.404832
2896,-0.414135
2897,-0.409641
2898,-0.407810
2899,-0.410139
2900,-0.401519
2901,-0.403175
2902,-0.400786
2903,-0.406972
2904,-0.403831
2905,-0.400511
2906,-0.405600
2907,-0.404372
2908,-0.408404
2909,-0.400682
2910,-0.401620
2911,-0.398778
2912,-0.412766
2913,-0.401353
2914,-0.402131
2915,-0.400917
2916,-0.401283
2917,-0.401546
2918,-0.401972
2919,-0.402049
2920,-0.423456
2921,-0.410294
2922,-0.409391
2923,-0.409044
2924,-0.416926
2925,-0.412997
2926,-0.413985
2927,-0.413552
2928,-0.404215
2929,-0.403501
2930,-0.412126
2931,-0.410454
2932,-0.404310
2933,-0.402542
2934,-0.402162
2935,-0.403035
2936,-0.402706
2937,-0.401541
2938,-0.401080
2939,-0.403499
2940,-0.399451
2941,-0.402878
2942,-0.417046
2943,-0.405478
2944,-0.407508
2945,-0.406905
2946,-0.404029
2947,-0.404122
2948,-0.404525
2949,-0.407014
2950,-0.403295
2951,-0.403514
2952,-0.401550
2953,-0.401811
2954,-0.401157
2955,-0.406191
2956,-0.404445
2957,-0.401912
2958,-0.402813
2959,-0.399620
2960,-0.401392
2961,-0.405145
2962,-0.402350
2963,-0.403202
2964,-0.401356
2965,-0.400875
2966,-0.403205
2967,-0.400516
2968,-0.403516
2969,-0.401486
2970,-0.403683
2971,-0.401259
2972,-0.402359
2973,-0.402027
2974,-0.402278
2975,-0.401861
2976,-0.400707
2977,-0.405812
2978,-0.402007
2979,-0.402621
2980,-0.400613
2981,-0.403100
2982,-0.402699
2983,-0.401158
2984,-0.405596
2985,-0.407178
2986,-0.403602
2987,-0.400046
2988,-0.404938
2989,-0.403464
2990,-0.401999
2991,-0.401595
2992,-0.404917
2993,-0.402517
2994,-0.404185
2995,-0.404775
2996,-0.411184
2997,-0.408208
2998,-0.410684
2999,-0.408705
3000,-0.402460
3001,-0.409196
3002,-0.400339
3003,-0.407472
3004,-0.402447
3005,-0.400721
3006,-0.405451
3007,-0.402854
3008,-0.402576
3009,-0.401815
3010,-0.401623
3011,-0.403164
3012,-0.402374
3013,-0.402080
3014,-0.402793
3015,-0.402240
3016,-0.402117
3017,-0.406115
3018,-0.405015
3019,-0.407585
3020,-0.407880
3021,-0.403022
3022,-0.400634
3023,-0.402167
3024,-0.399882
3025,-0.402932
3026,-0.404934
3027,-0.399919
3028,-0.400108
3029,-0.402193
3030,-0.401209
3031,-0.405613
3032,-0.406617
3033,-0.408364
3034,-0.408814
3035,-0.406593
3036,-0.403400
3037,-0.401068
3038,-0.402746
3039,-0.401185
3040,-0.402658
3041,-0.400199
3042,-0.401287
3043,-0.403595
3044,-0.401768
3045,-0.398919
3046,-0.401974
3047,-0.401205
3048,-0.402462
3049,-0.401287
3050,-0.406631
3051,-0.401378
3052,-0.403609
3053,-0.405175
3054,-0.403410
3055,-0.407219
3056,-0.402304
3057,-0.403596
3058,-0.399620
3059,-0.401980
3060,-0.404546
3061,-0.406075
3062,-0.408535
3063,-0.408322
3064,-0.408939
3065,-0.404123
3066,-0.401634
3067,-0.403551
3068,-0.400411
3069,-0.403528
3070,-0.405871
3071,-0.401337
3072,-0.401411
3073,-0.403789
3074,-0.420382
3075,-0.409626
3076,-0.406550
3077,-0.406601
3078,-0.409581
3079,-0.404043
3080,-0.403003
3081,-0.402389
3082,-0.403867
3083,-0.401479
3084,-0.402532
3085,-0.400520
3086,-0.403485
3087,-0.413746
3088,-0.415304
3089,-0.408449
3090,-0.407023
3091,-0.406734
3092,-0.402198
3093,-0.408096
3094,-0.408351
3095,-0.411948
3096,-0.406310
3097,-0.411418
3098,-0.406445
3099,-0.402736
3100,-0.403902
3101,-0.403904
3102,-0.400646
3103,-0.405299
3104,-0.401041
3105,-0.400564
3106,-0.399929
3107,-0.401941
3108,-0.403599
3109,-0.402961
3110,-0.402660
3111,-0.403660
3112,-0.402086
3113,-0.407592
3114,-0.405350
3115,-0.408685
3116,-0.412608
3117,-0.407061
3118,-0.413374
3119,-0.402857
3120,-0.404370
3121,-0.408677
3122,-0.406187
3123,-0.403396
3124,-0.403508
3125,-0.402785
3126,-0.404480
3127,-0.405871
3128,-0.405697
3129,-0.402068
3130,-0.407130
3131,-0.411852
3132,-0.407918
3133,-0.406717
3134,-0.408005
3135,-0.407381
3136,-0.410126
3137,-0.406700
3138,-0.407293
3139,-0.401630
3140,-0.404440
3141,-0.401609
3142,-0.401167
3143,-0.399791
3144,-0.400928
3145,-0.415910
3146,-0.408253
3147,-0.405218
3148,-0.405353
3149,-0.409516
3150,-0.415557
3151,-0.416360
3152,-0.415701
3153,-0.415224
3154,-0.403016
3155,-0.401279
3156,-0.403750
3157,-0.403891
3158,-0.406796
3159,-0.400549
3160,-0.402014
3161,-0.417585
3162,-0.401475
3163,-0.400436
3164,-0.417641
3165,-0.410378
3166,-0.412626
3167,-0.403842
3168,-0.401756
3169,-0.404260
3170,-0.411790
3171,-0.407043
3172,-0.404004
3173,-0.406702
3174,-0.408802
3175,-0.403384
3176,-0.402721
3177,-0.400470
3178,-0.407648
3179,-0.409376
3180,-0.408732
3181,-0.413211
3182,-0.411937
3183,-0.408591
3184,-0.408678
3185,-0.408241
3186,-0.408233
3187,-0.408759
3188,-0.409395
3189,-0.407170
3190,-0.407725
3191,-0.413220
3192,-0.401221
3193,-0.401569
3194,-0.404020
3195,-0.403423
3196,-0.399726
3197,-0.401189
3198,-0.401119
3199,-0.401524
3200,-0.400724
3201,-0.402570
3202,-0.404765
3203,-0.402970
3204,-0.409722
3205,-0.407528
3206,-0.401473
3207,-0.411472
3208,-0.410988
3209,-0.405690
3210,-0.405421
3211,-0.402935
3212,-0.403250
