Sample,dVm/dt
3213,-0.404690
3214,-0.414292
3215,-0.399361
3216,-0.401750
3217,-0.401001
3218,-0.400620
3219,-0.403199
3220,-0.401858
3221,-0.401743
3222,-0.399994
3223,-0.404269
3224,-0.399743
3225,-0.401541
3226,-0.403344
3227,-0.404204
3228,-0.404393
3229,-0.404202
3230,-0.405570
3231,-0.399825
3232,-0.406119
3233,-0.402787
3234,-0.404786
3235,-0.404159
3236,-0.413062
3237,-0.407831
3238,-0.406894
3239,-0.403367
3240,-0.409967
3241,-0.402071
3242,-0.404374
3243,-0.408294
3244,-0.409999
3245,-0.404752
3246,-0.402472
3247,-0.402082
3248,-0.405984
3249,-0.400473
3250,-0.422724
3251,-0.412289
3252,-0.411934
3253,-0.415163
3254,-0.403056
3255,-0.403563
3256,-0.403477
3257,-0.411844
3258,-0.399695
3259,-0.401516
3260,-0.401526
3261,-0.399793
3262,-0.400989
3263,-0.401656
3264,-0.400377
3265,-0.402650
3266,-0.402362
3267,-0.401925
3268,-0.402088
3269,-0.400168
3270,-0.400233
3271,-0.404558
3272,-0.400874
3273,-0.405947
3274,-0.402270
3275,-0.400716
3276,-0.401286
3277,-0.403372
3278,-0.401928
3279,-0.416314
3280,-0.405131
3281,-0.413860
3282,-0.409669
3283,-0.409725
3284,-0.409406
3285,-0.411526
3286,-0.401617
3287,-0.401424
3288,-0.401591
3289,-0.401733
3290,-0.401437
3291,-0.401365
3292,-0.401509
3293,-0.400237
3294,-0.400662
3295,-0.401487
3296,-0.401843
3297,-0.403700
3298,-0.401940
3299,-0.402052
3300,-0.401614
3301,-0.404023
3302,-0.406142
3303,-0.404979
3304,-0.403587
3305,-0.400884
3306,-0.404852
3307,-0.399981
3308,-0.400763
3309,-0.399990
3310,-0.400789
3311,-0.401699
3312,-0.401020
3313,-0.416969
3314,-0.416287
3315,-0.411720
3316,-0.413808
3317,-999.000000
3318,-0.414489
3319,-0.404816
3320,-0.400996
3321,-0.401696
3322,-0.400199
3323,-0.402393
3324,-0.401425
3325,-0.403013
3326,-0.406947
3327,-0.403045
3328,-0.399743
3329,-0.402602
3330,-0.401053
3331,-0.401765
3332,-0.400970
3333,-0.401106
3334,-0.400658
3335,-0.411174
3336,-0.410740
3337,-0.413058
3338,-0.411755
3339,-0.411106
3340,-0.412574
3341,-0.410462
3342,-0.411029
3343,-0.413974
3344,-0.403729
3345,-0.400833
3346,-0.401603
3347,-0.403057
3348,-0.401927
3349,-0.410952
3350,-0.401311
3351,-0.401008
3352,-0.404794
3353,-0.400882
3354,-0.401153
3355,-0.400968
3356,-0.399482
3357,-0.402331
3358,-0.402270
3359,-0.402688
3360,-0.403654
3361,-0.403597
3362,-0.405969
3363,-0.413516
3364,-0.410346
3365,-0.413240
3366,-0.402665
3367,-0.401185
3368,-0.409492
3369,-0.411566
3370,-0.413549
3371,-0.416052
3372,-0.412215
3373,-0.411957
3374,-0.411915
3375,-0.411822
3376,-0.409910
3377,-0.404048
3378,-0.414967
3379,-0.412203
3380,-0.412207
3381,-0.408162
3382,-0.403668
3383,-0.404265
3384,-0.402264
3385,-0.402233
3386,-0.402600
3387,-0.401052
3388,-0.402515
3389,-0.401808
3390,-0.403351
3391,-0.401059
3392,-0.403134
3393,-0.402869
3394,-0.403201
3395,-0.409891
3396,-0.408085
3397,-0.402135
3398,-0.403864
3399,-0.402403
3400,-0.418017
3401,-0.401804
3402,-0.402312
3403,-0.407474
3404,-0.401242
3405,-0.401927
3406,-0.400788
3407,-0.402550
3408,-0.407620
3409,-0.409318
3410,-0.410565
3411,-0.409592
3412,-0.408429
3413,-0.409838
3414,-0.400129
3415,-0.401985
3416,-0.402101
3417,-0.403154
3418,-0.407024
3419,-0.402218
3420,-0.402633
3421,-0.410415
3422,-0.413540
3423,-0.409359
3424,-0.409644
3425,-0.414735
3426,-0.403490
3427,-0.403910
3428,-0.402935
3429,-0.403744
3430,-0.403020
3431,-0.404399
3432,-0.400762
3433,-0.403105
3434,-0.401577
3435,-0.401392
3436,-0.402434
3437,-0.400911
3438,-0.401131
3439,-0.401065
3440,-0.401329
3441,-0.403208
3442,-0.402765
3443,-0.400353
3444,-0.403499
3445,-0.404618
3446,-0.409035
3447,-0.412086
3448,-0.409733
3449,-0.408865
3450,-0.406700
3451,-0.408278
3452,-0.404497
3453,-0.402473
3454,-0.402440
3455,-0.402980
3456,-0.422579
3457,-0.402850
3458,-0.401952
3459,-0.405580
3460,-0.402064
3461,-0.400220
3462,-0.401120
3463,-0.402823
3464,-0.400856
3465,-0.404510
3466,-0.404016
3467,-0.403878
3468,-0.400879
3469,-0.401685
3470,-0.404460
3471,-0.405282
3472,-0.416287
3473,-0.401789
3474,-0.407761
3475,-0.404159
3476,-0.407402
3477,-0.410379
3478,-0.400677
3479,-0.401805
3480,-0.400169
3481,-0.403053
3482,-0.403838
3483,-0.400989
3484,-0.400253
3485,-0.401341
3486,-0.402935
3487,-0.401578
3488,-0.401775
3489,-0.400786
3490,-0.409755
3491,-0.416577
3492,-0.410595
3493,-0.412148
3494,-0.403067
3495,-0.404388
3496,-0.406026
3497,-0.401242
3498,-0.412589
3499,-0.413114
3500,-0.408967
3501,-0.404306
3502,-0.405051
3503,-0.407798
3504,-0.407175
3505,-0.409847
3506,-0.403145
3507,-0.403029
3508,-0.402757
3509,-0.403217
3510,-0.402162
3511,-0.400626
3512,-0.401210
3513,-0.402092
3514,-0.403244
3515,-0.403005
3516,-0.402050
3517,-0.402186
3518,-0.401406
3519,-0.412063
3520,-0.414159
3521,-0.410498
3522,-0.410752
3523,-0.412473
3524,-0.404105
3525,-0.404760
3526,-0.402962
3527,-0.401283
3528,-0.404276
3529,-0.401839
3530,-0.401601
3531,-0.402686
3532,-0.420476
3533,-0.409973
3534,-0.409495
3535,-0.403118
3536,-0.400836
3537,-0.403925
3538,-0.403254
3539,-0.402937
3540,-0.402600
3541,-0.403850
3542,-0.404276
3543,-0.408494
3544,-0.406552
3545,-0.403856
3546,-0.412298
3547,-0.411019
3548,-0.399628
3549,-0.400367
3550,-0.423498
3551,-0.402303
3552,-0.401927
3553,-0.401066
3554,-0.400830
3555,-0.400820
3556,-0.403626
3557,-0.402402
3558,-0.402152
3559,-0.400800
3560,-0.401027
3561,-0.401462
3562,-0.415092
3563,-0.416195
3564,-0.415541
3565,-0.414095
3566,-0.402827
3567,-0.400501
3568,-0.402738
3569,-0.407207
3570,-0.408288
3571,-0.401604
3572,-0.402534
3573,-0.402042
3574,-0.400617
3575,-0.401876
3576,-0.406540
3577,-0.404244
3578,-0.405461
3579,-0.404396
3580,-0.401491
3581,-0.401624
3582,-0.401724
3583,-0.406580
3584,-0.404638
3585,-0.402395
3586,-0.404446
3587,-0.406598
3588,-0.406126
3589,-0.406451
3590,-0.403578
3591,-0.405770
3592,-0.406113
3593,-0.409147
3594,-0.404148
3595,-0.403817
3596,-0.403560
3597,-0.403265
3598,-0.403327
3599,-0.405151
3600,-0.400506
3601,-0.405817
3602,-0.409637
3603,-0.409889
3604,-0.409702
3605,-0.401090
3606,-0.401597
3607,-0.401640
3608,-0.403315
3609,-0.404128
3610,-0.402888
3611,-0.401565
3612,-0.403729
3613,-0.409724
3614,-0.405572
3615,-0.411234
3616,-0.406498
3617,-0.406886
3618,-0.402395
3619,-0.402608
3620,-0.402188
3621,-0.399969
3622,-0.402672
3623,-0.401203
3624,-0.401685
3625,-0.402964
3626,-0.402925
3627,-0.403865
3628,-0.402627
3629,-0.399768
3630,-0.402447
3631,-0.401802
3632,-0.401720
3633,-0.402925
3634,-0.401675
3635,-0.402496
3636,-0.400612
3637,-0.400267
3638,-0.401560
3639,-0.403300
3640,-0.401285
3641,-0.399140
3642,-0.401827
3643,-0.401832
3644,-0.401176
3645,-0.403281
3646,-0.404159
3647,-0.401403
3648,-0.402502
3649,-0.401237
3650,-0.404351
3651,-0.404654
3652,-0.401863
3653,-0.400138
3654,-0.403835
3655,-0.412425
3656,-0.412404
3657,-0.407523
3658,-0.401841
3659,-0.403972
3660,-0.406677
3661,-0.407499
3662,-0.423747
3663,-0.403008
3664,-0.400201
3665,-0.400851
3666,-0.402433
3667,-0.403333
3668,-0.403535
3669,-0.401584
3670,-0.401932
3671,-0.405001
3672,-0.401849
3673,-0.402532
3674,-0.400829
3675,-0.410479
3676,-0.403947
3677,-0.410498
3678,-0.409164
3679,-0.411582
3680,-0.413252
3681,-0.410895
3682,-0.409319
3683,-0.411992
3684,-0.403857
3685,-0.409948
3686,-0.408469
3687,-0.404847
3688,-0.416058
3689,-0.416640
3690,-0.410522
3691,-0.411448
3692,-0.410280
3693,-0.414325
3694,-0.402479
3695,-0.403167
3696,-0.400214
3697,-0.400998
3698,-0.400152
3699,-0.402103
3700,-0.402765
3701,-0.401760
3702,-0.400671
3703,-0.401080
3704,-0.402146
3705,-0.401262
3706,-0.403236
3707,-0.400341
3708,-0.402866
3709,-0.401417
3710,-0.401426
3711,-0.400376
3712,-0.400439
3713,-0.400990
3714,-0.404401
3715,-0.401619
3716,-0.402287
3717,-0.402225
3718,-0.403911
3719,-0.418446
3720,-0.404455
3721,-0.405153
3722,-0.405577
3723,-0.404216
3724,-0.401944
3725,-0.400669
3726,-0.404003
3727,-0.400331
3728,-0.403090
3729,-0.401868
3730,-0.401476
3731,-0.401960
3732,-0.402016
3733,-0.400213
3734,-0.400314
3735,-0.398414
3736,-0.399843
3737,-0.408993
3738,-0.401952
3739,-0.407521
3740,-0.405650
3741,-0.403731
3742,-0.410141
3743,-0.410707
3744,-0.405912
3745,-0.403227
3746,-0.405757
3747,-0.414132
3748,-0.418109
3749,-0.415103
3750,-0.417289
3751,-0.422494
3752,-0.400616
3753,-0.401860
3754,-0.403958
3755,-0.404321
3756,-0.401650
3757,-0.411082
3758,-0.412101
3759,-0.405177
3760,-0.400365
3761,-0.401811
3762,-0.402215
3763,-0.401472
3764,-0.400939
3765,-0.399577
3766,-0.401755
3767,-0.401124
3768,-0.400645
3769,-0.401713
3770,-0.404760
3771,-0.400910
3772,-0.403464
3773,-0.400150
3774,-0.399823
3775,-0.400638
3776,-0.404410
3777,-0.404983
3778,-0.400826
3779,-0.402161
3780,-0.402535
3781,-0.406983
3782,-0.403850
3783,-0.404122
3784,-0.402975
3785,-0.404399
3786,-0.405744
3787,-0.402736
3788,-0.405971
3789,-0.403454
3790,-0.400339
3791,-0.405404
3792,-0.406963
3793,-0.407726
3794,-0.407714
3795,-0.401626
3796,-0.401779
3797,-0.403572
3798,-0.401000
3799,-0.402997
3800,-0.409771
3801,-0.404519
3802,-0.403395
3803,-0.402004
3804,-0.403227
3805,-0.403101
3806,-0.402507
3807,-0.403697
3808,-0.403762
3809,-0.402977
3810,-0.402840
3811,-0.403314
3812,-0.407644
3813,-0.401561
3814,-0.400539
3815,-0.402806
3816,-0.401051
3817,-0.400884
3818,-0.402172
3819,-0.407394
3820,-0.413100
3821,-0.401915
3822,-0.399842
3823,-0.402159
3824,-0.403511
3825,-0.403123
3826,-0.400702
3827,-0.403473
3828,-0.403680
3829,-0.402362
3830,-0.400719
3831,-0.401720
3832,-0.402201
3833,-0.399025
3834,-0.403320
3835,-0.400913
3836,-0.402857
3837,-0.399899
3838,-0.404060
3839,-0.403343
3840,-0.402303
3841,-0.404042
3842,-0.406895
3843,-0.403407
3844,-0.399048
3845,-0.405914
3846,-0.404744
3847,-0.403967
3848,-0.401782
3849,-0.400917
3850,-0.402353
3851,-0.405008
3852,-0.401387
3853,-0.399022
3854,-0.401695
3855,-0.401418
3856,-0.408907
3857,-0.413120
3858,-0.405352
3859,-0.417439
3860,-0.413125
3861,-0.411494
3862,-0.412283
3863,-0.412741
3864,-0.403309
3865,-0.402190
3866,-0.402929
3867,-0.400743
3868,-0.401886
3869,-0.401074
3870,-0.398940
3871,-0.401200
3872,-0.402007
3873,-0.400293
3874,-0.403245
3875,-0.402205
3876,-0.403680
3877,-0.401275
3878,-0.400968
3879,-0.403262
3880,-0.407497
3881,-0.405234
3882,-0.405770
3883,-0.410603
3884,-0.404685
3885,-0.401378
3886,-0.401924
3887,-0.409001
3888,-0.408786
3889,-0.407798
3890,-0.401989
3891,-0.401755
3892,-0.400399
3893,-0.402942
3894,-0.403093
3895,-0.402070
3896,-0.402585
3897,-0.402644
3898,-0.406175
3899,-0.412284
3900,-0.409566
3901,-0.410033
3902,-0.404963
3903,-0.412068
3904,-0.409920
3905,-0.410448
3906,-0.402632
3907,-0.403934
3908,-0.401135
3909,-0.400803
3910,-0.402026
3911,-0.403031
3912,-0.403176
3913,-0.403985
3914,-0.401040
3915,-0.399906
3916,-0.408021
3917,-0.402405
3918,-0.404941
3919,-0.404077
3920,-0.401972
3921,-0.408263
3922,-0.401404
3923,-0.400815
3924,-0.401174
3925,-0.404208
3926,-0.402770
3927,-0.404075
3928,-0.404618
3929,-0.403473
3930,-0.403065
3931,-0.401569
3932,-0.406390
3933,-0.405209
3934,-0.402235
3935,-0.409141
3936,-0.405262
3937,-0.407447
3938,-0.408750
3939,-0.408155
3940,-0.408519
3941,-0.408372
3942,-0.416405
3943,-0.403675
3944,-0.402641
3945,-0.401433
3946,-0.401027
3947,-0.401539
3948,-0.407157
3949,-0.402157
3950,-0.403050
3951,-0.402221
3952,-0.402760
3953,-0.401373
3954,-0.403233
3955,-0.400455
3956,-0.409902
3957,-0.411961
3958,-0.409538
3959,-0.407669
3960,-0.399481
3961,-0.402989
3962,-0.402720
3963,-0.400249
3964,-0.402009
3965,-0.403479
3966,-0.400641
3967,-0.402861
3968,-0.402376
3969,-0.401850
3970,-0.400998
3971,-0.401262
3972,-0.400443
3973,-0.402164
3974,-0.402094
3975,-0.401738
3976,-0.402820
3977,-0.402324
3978,-0.403228
3979,-0.402573
3980,-0.404913
3981,-0.400650
3982,-0.402309
3983,-0.403688
3984,-0.400478
3985,-0.402101
3986,-0.402363
3987,-0.402387
3988,-0.405925
3989,-0.406765
3990,-0.406167
3991,-0.406582
3992,-0.403122
3993,-0.400087
3994,-0.401293
3995,-0.406557
3996,-0.407337
3997,-0.409491
3998,-0.407283
3999,-0.413373
4000,-0.400464
4001,-0.397427
4002,-0.397561
4003,-0.396526
4004,-0.399650
4005,-0.398414
4006,-0.396874
4007,-0.398969
4008,-0.410261
4009,-0.409350
4010,-0.398456
4011,-0.398956
4012,-0.398739
4013,-0.399362
4014,-0.397589
4015,-0.412671
4016,-0.405081
4017,-0.398571
4018,-0.396009
4019,-0.400913
4020,-0.400589
4021,-0.395985
4022,-0.397407
4023,-0.396906
4024,-0.399572
4025,-0.396878
4026,-0.399619
4027,-0.398545
4028,-0.404464
4029,-0.399363
4030,-0.403831
4031,-0.401326
4032,-0.396952
4033,-0.398596
4034,-0.403689
4035,-0.406731
4036,-999.000000
4037,-0.400175
4038,-0.427138
4039,-0.398947
4040,-0.399118
4041,-0.396647
4042,-0.396388
4043,-0.399473
4044,-0.398315
4045,-0.397940
4046,-0.399155
4047,-0.399436
4048,-0.397439
4049,-0.399028
4050,-0.400706
4051,-0.400293
4052,-0.400391
4053,-0.400524
4054,-0.400972
4055,-0.406165
4056,-0.402883
4057,-0.399468
4058,-0.397565
4059,-0.397304
4060,-0.409915
4061,-0.397673
4062,-0.405750
4063,-0.407069
4064,-0.400434
4065,-0.399376
4066,-0.400323
4067,-0.401445
4068,-0.397166
4069,-0.399252
4070,-0.395770
4071,-0.398003
4072,-0.398049
4073,-0.395512
4074,-999.000000
4075,-0.399433
4076,-0.398968
4077,-0.397880
4078,-0.399423
4079,-0.397440
4080,-0.418848
4081,-0.399918
4082,-0.404119
4083,-0.399530
4084,-0.412197
4085,-0.415764
4086,-0.402399
4087,-0.402717
4088,-0.402753
4089,-0.400928
4090,-0.403846
4091,-0.405589
4092,-0.399980
4093,-0.398676
4094,-0.396957
4095,-0.398842
4096,-0.397326
4097,-0.398017
4098,-0.400821
4099,-0.408862
4100,-0.418402
4101,-0.398816
4102,-0.399023
4103,-0.398104
4104,-0.399767
4105,-0.398775
4106,-0.400386
4107,-0.397607
4108,-0.399705
4109,-0.398053
4110,-0.396971
4111,-0.398380
4112,-0.399898
4113,-0.397858
4114,-0.399954
4115,-0.400340
4116,-0.399426
4117,-0.399794
4118,-0.404753
4119,-0.398747
4120,-0.399155
4121,-0.399970
4122,-0.398917
4123,-0.403708
4124,-0.402943
4125,-0.398620
4126,-0.399291
4127,-0.396380
4128,-0.400659
4129,-0.418183
4130,-0.407834
4131,-0.408269
4132,-0.400074
4133,-0.398468
4134,-0.396866
4135,-0.396482
4136,-0.399336
4137,-0.397425
4138,-0.408326
4139,-0.406179
4140,-0.404897
4141,-0.402217
4142,-0.404839
4143,-0.402491
4144,-0.409935
4145,-0.408222
4146,-0.401900
4147,-0.413634
4148,-0.405313
4149,-0.399875
4150,-0.400935
4151,-0.411367
4152,-0.408673
4153,-0.407955
4154,-0.409285
4155,-0.399957
4156,-0.399001
4157,-0.408474
4158,-0.414946
4159,-0.413914
4160,-0.413808
4161,-0.411274
4162,-0.401519
4163,-0.396724
4164,-0.398377
4165,-0.400546
4166,-0.399429
4167,-0.398327
4168,-0.403473
4169,-0.400014
4170,-0.398194
4171,-0.398493
4172,-0.397479
4173,-0.401726
4174,-0.406738
4175,-0.409022
4176,-0.405026
4177,-0.409713
4178,-0.406326
4179,-0.406748
4180,-0.404673
4181,-0.408932
4182,-0.407636
4183,-0.404941
4184,-0.399575
4185,-0.399276
4186,-0.399770
4187,-0.396385
4188,-0.400631
4189,-0.400831
4190,-0.399704
4191,-0.395558
4192,-0.398887
4193,-0.398474
4194,-0.399257
4195,-0.402349
4196,-0.400689
4197,-0.410893
4198,-0.403653
4199,-0.412503
4200,-0.412726
4201,-0.414759
4202,-0.396274
4203,-0.398341
4204,-0.398478
4205,-0.397411
4206,-0.395893
4207,-0.399023
4208,-0.397861
4209,-0.398906
4210,-0.398599
4211,-0.400614
4212,-0.396922
4213,-0.397237
4214,-0.396216
4215,-0.398710
4216,-0.414858
4217,-0.416539
4218,-0.403891
4219,-0.398105
4220,-0.396174
4221,-0.397904
4222,-0.398379
4223,-0.399452
4224,-0.397748
4225,-0.398153
4226,-0.398658
4227,-0.399594
4228,-0.397084
4229,-0.398417
4230,-0.398135
4231,-0.399029
4232,-0.397429
4233,-0.397168
4234,-0.398901
4235,-0.413115
4236,-0.398419
4237,-0.398607
4238,-0.399539
4239,-0.400450
4240,-0.397452
4241,-0.397906
4242,-0.397412
4243,-0.398678
4244,-0.400101
4245,-0.398729
4246,-0.399981
4247,-0.397070
4248,-0.397465
4249,-0.397033
4250,-0.399752
4251,-0.399166
4252,-0.399587
4253,-0.397230
4254,-0.397506
4255,-0.407689
4256,-0.398119
4257,-0.417284
4258,-0.398140
4259,-0.398418
4260,-0.397650
4261,-0.399359
4262,-0.398069
4263,-0.398291
4264,-0.397395
4265,-0.401117
4266,-0.396080
4267,-0.400449
4268,-0.399369
4269,-0.400834
4270,-0.410667
4271,-0.407683
4272,-0.415873
4273,-0.398251
4274,-0.398481
4275,-0.401436
4276,-0.398490
4277,-0.402752
4278,-0.398360
4279,-0.397482
4280,-0.397081
4281,-0.401853
4282,-0.399754
4283,-0.397341
4284,-0.398555
4285,-0.398386
4286,-0.397991
4287,-0.395453
4288,-0.396724
4289,-0.398973
4290,-0.398557
4291,-0.400197
4292,-0.399488
4293,-0.400576
4294,-0.400165
4295,-0.398493
4296,-0.397770
4297,-0.398956
4298,-0.401560
4299,-0.396888
4300,-0.396677
4301,-0.397843
4302,-0.396641
4303,-0.399319
4304,-0.399184
4305,-0.399302
4306,-0.401012
4307,-0.400102
4308,-0.399630
4309,-0.398995
4310,-0.400036
4311,-0.397367
4312,-0.397978
4313,-0.399213
4314,-0.400416
4315,-0.399257
4316,-0.399886
4317,-0.397964
4318,-0.398737
4319,-0.398820
4320,-0.408553
4321,-0.402579
4322,-0.399693
4323,-0.397644
4324,-0.398244
4325,-0.399364
4326,-0.406359
4327,-0.405600
4328,-0.409180
4329,-0.397544
4330,-0.407005
4331,-0.411635
4332,-0.406433
4333,-0.406460
4334,-0.405383
4335,-0.400490
4336,-0.399168
4337,-0.397358
4338,-0.396619
4339,-0.399690
4340,-0.398164
4341,-0.400143
4342,-0.407393
4343,-0.401383
4344,-0.403364
4345,-0.408560
4346,-0.407910
4347,-0.396859
4348,-0.397816
4349,-0.398018
4350,-0.396732
4351,-0.397575
4352,-0.396157
4353,-0.398413
4354,-0.398840
4355,-0.397791
4356,-0.399230
4357,-0.408339
4358,-999.000000
4359,-0.405646
4360,-0.400401
4361,-0.400653
4362,-0.408073
4363,-0.399830
4364,-0.398836
4365,-0.397700
4366,-0.398258
4367,-0.400656
4368,-0.397937
4369,-0.399478
4370,-0.398006
4371,-0.399768
4372,-0.399447
4373,-0.399594
4374,-0.397355
4375,-0.399497
4376,-0.415780
4377,-0.401122
4378,-0.401573
4379,-0.408540
4380,-0.408738
4381,-0.408985
4382,-0.405573
4383,-0.399227
4384,-0.405233
4385,-0.404714
4386,-0.401735
4387,-0.399599
4388,-0.398854
4389,-0.404346
4390,-0.406859
4391,-0.407691
4392,-0.411362
4393,-0.413466
4394,-0.411349
4395,-0.410481
4396,-0.406613
4397,-0.406260
4398,-0.403314
4399,-0.400797
4400,-0.397783
4401,-0.397705
4402,-0.398763
4403,-0.401035
4404,-0.398502
4405,-0.396223
4406,-0.418253
4407,-0.417708
4408,-0.397083
4409,-0.397738
4410,-0.399749
4411,-0.398175
4412,-0.400505
4413,-0.397814
4414,-0.417861
4415,-0.397894
4416,-0.400972
4417,-0.405480
4418,-0.401362
4419,-0.402703
4420,-0.401831
4421,-0.406209
4422,-0.402495
4423,-0.410255
4424,-0.407394
4425,-0.396880
4426,-0.397689
4427,-0.399675
4428,-0.398396
4429,-0.410039
4430,-0.411623
4431,-0.404924
4432,-0.409846
4433,-0.409925
4434,-0.397134
4435,-0.401281
4436,-0.401091
4437,-0.401143
4438,-0.403011
4439,-0.402376
4440,-0.400423
4441,-0.400311
4442,-0.403405
4443,-0.406954
4444,-0.410098
4445,-0.400225
4446,-0.401528
4447,-0.408453
4448,-0.404391
4449,-0.406222
4450,-0.409254
4451,-0.397227
4452,-0.398397
4453,-0.399529
4454,-0.397584
4455,-0.397104
4456,-0.397465
4457,-0.400363
4458,-0.400355
4459,-0.398501
4460,-0.403080
4461,-0.416738
4462,-0.418413
4463,-0.399511
4464,-0.398053
4465,-0.398856
4466,-0.399508
4467,-0.399839
4468,-0.399645
4469,-0.401756
4470,-0.397675
4471,-0.398731
4472,-0.398955
4473,-0.407986
4474,-0.402826
4475,-0.399448
4476,-0.399902
4477,-0.397842
4478,-0.397425
4479,-0.397765
4480,-0.400752
4481,-0.396479
4482,-0.397899
4483,-0.398424
4484,-0.398632
4485,-0.399590
4486,-0.409622
4487,-0.398191
4488,-0.399345
4489,-0.398718
4490,-0.395922
4491,-0.401431
4492,-0.398595
4493,-0.398616
4494,-0.396185
4495,-0.408691
4496,-0.411407
4497,-0.398015
4498,-0.398039
4499,-0.397886
4500,-0.403677
4501,-0.405586
4502,-0.411346
4503,-0.409129
4504,-0.418077
4505,-0.420268
4506,-0.410973
4507,-0.412763
4508,-0.411294
4509,-0.406244
4510,-0.406028
4511,-0.399707
4512,-0.404859
4513,-0.402500
4514,-0.413892
4515,-0.407578
4516,-0.404193
4517,-0.412682
4518,-0.420299
4519,-0.400512
4520,-0.398777
4521,-0.396821
4522,-0.418193
4523,-0.406046
4524,-0.400200
4525,-0.400255
4526,-0.401198
4527,-0.398058
4528,-0.397967
4529,-0.399473
4530,-0.400335
4531,-0.397570
4532,-0.399230
4533,-0.404962
4534,-0.407191
4535,-0.405033
4536,-0.410825
4537,-0.398663
4538,-0.398622
4539,-0.396771
4540,-0.397574
4541,-0.397195
4542,-0.398939
4543,-0.398658
4544,-0.399416
4545,-0.398294
4546,-0.399015
4547,-0.397905
4548,-0.397488
4549,-0.398247
4550,-0.397922
4551,-0.397586
4552,-0.399169
4553,-0.400522
4554,-0.397977
4555,-0.398112
4556,-0.397415
4557,-0.396076
4558,-0.398620
4559,-0.397074
4560,-0.398377
4561,-0.397817
4562,-0.400618
4563,-0.398193
4564,-0.398964
4565,-0.397337
4566,-0.418656
4567,-0.407295
4568,-0.401285
4569,-0.399443
4570,-0.396152
4571,-0.399106
4572,-0.397674
4573,-0.396705
4574,-0.398652
4575,-0.398407
4576,-0.400319
4577,-0.398004
4578,-0.397553
4579,-0.396850
4580,-0.397913
4581,-0.400570
4582,-0.396708
4583,-0.398419
4584,-0.406452
4585,-0.407662
4586,-0.405016
4587,-0.414663
4588,-0.415651
4589,-0.399400
4590,-0.399603
4591,-0.403396
4592,-0.401883
4593,-0.400197
4594,-0.408388
4595,-0.408846
4596,-0.402340
4597,-0.405265
4598,-0.408178
4599,-0.408045
4600,-0.407159
4601,-0.407095
4602,-0.402418
4603,-0.401864
4604,-0.408940
4605,-0.397750
4606,-0.399584
4607,-0.399454
4608,-0.398989
4609,-0.399434
4610,-0.396925
4611,-0.398568
4612,-0.400116
4613,-0.396464
4614,-0.398851
4615,-0.400659
4616,-0.401910
4617,-0.410464
4618,-0.410985
4619,-0.402098
4620,-0.397550
4621,-0.398060
4622,-0.400019
4623,-0.402152
4624,-0.397802
4625,-0.397913
4626,-0.399110
4627,-0.395856
4628,-0.399422
4629,-0.398888
4630,-0.407690
4631,-0.405580
4632,-0.406528
4633,-0.405596
4634,-0.398779
4635,-0.416141
4636,-0.415251
4637,-0.413663
4638,-0.415538
4639,-0.414487
4640,-0.413098
4641,-0.400674
4642,-0.407196
4643,-0.405259
4644,-0.400159
4645,-0.400658
4646,-0.408100
4647,-0.401708
4648,-0.404965
4649,-0.408251
4650,-0.412520
4651,-0.400230
4652,-0.399067
4653,-0.400722
4654,-0.407954
4655,-0.399029
4656,-0.397936
4657,-0.398425
4658,-0.400043
4659,-0.400517
4660,-0.407605
4661,-0.406443
4662,-0.407417
4663,-0.405715
4664,-0.404461
4665,-0.408277
4666,-0.400462
4667,-0.397228
4668,-0.405747
4669,-0.402491
4670,-0.403549
4671,-0.405515
4672,-0.401984
4673,-0.401894
4674,-0.400195
4675,-0.398402
4676,-0.397672
4677,-0.399374
4678,-0.417057
4679,-0.412495
4680,-0.410356
4681,-0.402503
4682,-0.408523
4683,-0.399334
4684,-0.399886
4685,-0.396154
4686,-0.395413
4687,-0.397802
4688,-0.397640
4689,-0.396989
4690,-0.396608
4691,-0.396943
4692,-0.400796
4693,-0.396683
4694,-0.398815
4695,-0.398312
4696,-0.400000
4697,-0.397277
4698,-0.396347
4699,-0.398705
4700,-0.398915
4701,-0.401566
4702,-0.397700
4703,-0.399241
4704,-0.399367
4705,-0.418621
4706,-0.404788
4707,-0.404393
4708,-0.409276
4709,-0.399001
4710,-0.397824
4711,-0.398364
4712,-0.400161
4713,-0.398661
4714,-0.398108
4715,-0.398487
4716,-0.395643
4717,-0.400527
4718,-0.397127
4719,-0.396607
4720,-0.397078
4721,-0.404645
4722,-0.413690
4723,-0.412023
4724,-0.413577
4725,-0.412185
4726,-0.408574
4727,-0.410028
4728,-0.407914
4729,-0.406852
4730,-0.404428
4731,-0.396662
4732,-0.398870
4733,-0.399093
4734,-0.397247
4735,-0.396999
4736,-0.403614
4737,-0.404251
4738,-0.401901
4739,-0.401202
4740,-0.401768
4741,-0.397049
4742,-0.400476
4743,-0.396113
4744,-0.399504
4745,-0.400231
4746,-999.000000
4747,-0.398325
4748,-0.397656
4749,-0.398419
4750,-0.396229
4751,-0.397911
4752,-0.399869
4753,-0.399381
4754,-0.410690
4755,-0.410820
4756,-0.407582
4757,-0.409367
4758,-0.401302
4759,-0.398416
4760,-0.397826
4761,-0.397494
4762,-0.412401
4763,-0.400674
4764,-0.404408
4765,-0.403913
4766,-0.400951
