V,CaMKt,cass,nai,nass,ki,kss,cansr,cajsr,cai,m,hf,hs,j,hsp,jp,mL,hL,hLp,a,iF,iS,ap,iFp,iSp,d,ff,fs,fcaf,fcas,jca,ffp,fcafp,nca,xrf,xrs,xs1,xs2,xk1,Jrelnp,Jrelp,
-87.947944,0.009830,0.000081,7.360638,7.360719,144.620445,144.620416,1.501431,1.460229,0.000082,0.007384,0.696235,0.696227,0.696179,0.452785,0.696147,0.000190,0.501341,0.273663,0.001005,0.999550,0.594456,0.000512,0.999550,0.650444,0.000000,1.000000,0.919893,1.000000,0.999835,0.999977,1.000000,1.000000,0.002275,0.999632,0.000069,0.000000,0.000084,0.000158,0.000058,0.000000,0.000000,0.000000,81.000000,0.251869,0.000194,0.996774,0.000000,0.000000
-87.950986,0.009074,0.000079,7.331432,7.331511,144.642754,144.642725,1.463506,1.423897,0.000080,0.007382,0.696341,0.696333,0.696288,0.452910,0.696258,0.000190,0.501778,0.274667,0.001005,0.999550,0.596827,0.000512,0.999550,0.653757,0.000000,1.000000,0.923096,1.000000,0.999848,0.999978,1.000000,1.000000,0.002124,0.999633,0.000069,0.000000,0.000084,0.000158,0.000058,0.000000,0.000000,0.000000,81.000000,0.245411,0.000194,0.996773,0.000000,0.000000
-87.945924,0.009930,0.000081,7.345234,7.345315,144.624299,144.624271,1.509244,1.468080,0.000082,0.007386,0.696165,0.696157,0.696108,0.452702,0.696076,0.000190,0.501255,0.273562,0.001005,0.999550,0.594356,0.000512,0.999550,0.650326,0.000000,1.000000,0.919867,1.000000,0.999835,0.999977,1.000000,1.000000,0.002307,0.999632,0.000069,0.000000,0.000084,0.000158,0.000058,0.000000,0.000000,0.000000,81.000000,0.251942,0.000194,0.996774,0.000000,0.000000
-87.951311,0.009021,0.000079,7.330691,7.330769,144.643859,144.643831,1.460638,1.421121,0.000080,0.007382,0.696352,0.696344,0.696299,0.452924,0.696269,0.000190,0.501811,0.274734,0.001005,0.999550,0.596978,0.000512,0.999550,0.653970,0.000000,1.000000,0.923295,1.000000,0.999848,0.999978,1.000000,1.000000,0.002113,0.999633,0.000069,0.000000,0.000084,0.000158,0.000058,0.000000,0.000000,0.000000,81.000000,0.245010,0.000194,0.996773,0.000000,0.000000
-87.960711,0.008003,0.000077,7.318651,7.318726,144.677383,144.677355,1.396972,1.358586,0.000078,0.007375,0.696679,0.696671,0.696630,0.453309,0.696603,0.000190,0.502400,0.275731,0.001004,0.999551,0.598807,0.000512,0.999551,0.656539,0.000000,1.000000,0.925534,1.000000,0.999857,0.999979,1.000000,1.000000,0.001871,0.999633,0.000069,0.000000,0.000083,0.000157,0.000057,0.000000,0.000000,0.000000,81.000000,0.240515,0.000194,0.996770,0.000000,0.000000
-87.948542,0.009475,0.000080,7.337064,7.337144,144.634432,144.634403,1.485170,1.444853,0.000081,0.007384,0.696256,0.696248,0.696201,0.452810,0.696170,0.000190,0.501534,0.274153,0.001005,0.999550,0.595682,0.000512,0.999550,0.652158,0.000000,1.000000,0.921600,1.000000,0.999842,0.999977,1.000000,1.000000,0.002210,0.999632,0.000069,0.000000,0.000084,0.000158,0.000058,0.000000,0.000000,0.000000,81.000000,0.248437,0.000194,0.996774,0.000000,0.000000
-87.950601,0.009382,0.000080,7.349632,7.349712,144.632660,144.632632,1.476673,1.436220,0.000081,0.007382,0.696328,0.696319,0.696273,0.452894,0.696242,0.000190,0.501599,0.274192,0.001005,0.999550,0.595605,0.000512,0.999550,0.652027,0.000000,1.000000,0.921374,1.000000,0.999841,0.999977,1.000000,1.000000,0.002176,0.999632,0.000069,0.000000,0.000084,0.000158,0.000058,0.000000,0.000000,0.000000,81.000000,0.248866,0.000194,0.996773,0.000000,0.000000
-87.953330,0.008720,0.000079,7.327165,7.327242,144.650296,144.650267,1.443675,1.404642,0.000080,0.007380,0.696423,0.696415,0.696371,0.453007,0.696342,0.000190,0.501997,0.275118,0.001004,0.999550,0.597820,0.000512,0.999550,0.655150,0.000000,1.000000,0.924364,1.000000,0.999852,0.999979,1.000000,1.000000,0.002047,0.999633,0.000069,0.000000,0.000084,0.000157,0.000058,0.000000,0.000000,0.000000,81.000000,0.242842,0.000194,0.996772,0.000000,0.000000
-87.945452,0.010207,0.000082,7.353686,7.353768,144.621063,144.621034,1.523101,1.481348,0.000083,0.007386,0.696149,0.696140,0.696090,0.452682,0.696057,0.000190,0.501279,0.273687,0.001005,0.999550,0.594777,0.000512,0.999550,0.650715,0.000000,1.000000,0.919836,1.000000,0.999835,0.999977,1.000000,1.000000,0.002363,0.999632,0.000069,0.000000,0.000084,0.000158,0.000058,0.000000,0.000000,0.000000,81.000000,0.251932,0.000194,0.996774,0.000000,0.000000
-87.945817,0.010035,0.000081,7.342629,7.342711,144.627832,144.627804,1.514891,1.473538,0.000082,0.007386,0.696161,0.696153,0.696104,0.452698,0.696071,0.000190,0.501369,0.273909,0.001005,0.999550,0.595318,0.000512,0.999550,0.651463,0.000000,1.000000,0.920563,1.000000,0.999838,0.999977,1.000000,1.000000,0.002330,0.999632,0.000069,0.000000,0.000084,0.000158,0.000058,0.000000,0.000000,0.000000,81.000000,0.250453,0.000194,0.996774,0.000000,0.000000
